1	0	50000	1	chr1p36.33	ENSG00000268020;unprocessed_pseudogene,ENSG00000243485;lincRNA,ENSG00000227232;unprocessed_pseudogene,ENSG00000237613;lincRNA,ENSG00000223972;transcribed_unprocessed_pseudogene	.
1	10000	720000	2	chr1p36.33	ENSG00000240409;unprocessed_pseudogene,ENSG00000268903;processed_pseudogene,ENSG00000284662;protein_coding,ENSG00000235249;protein_coding,ENSG00000237973;unprocessed_pseudogene,ENSG00000248527;unprocessed_pseudogene,ENSG00000229344;unprocessed_pseudogene,ENSG00000241599;lincRNA,ENSG00000228327;transcribed_unprocessed_pseudogene,ENSG00000233750;processed_pseudogene,ENSG00000237683;protein_coding,ENSG00000235373;lincRNA,ENSG00000229376;processed_pseudogene,ENSG00000269981;processed_pseudogene,ENSG00000225972;unprocessed_pseudogene,ENSG00000237613;lincRNA,ENSG00000230021;transcribed_processed_pseudogene,ENSG00000239945;lincRNA,ENSG00000238009;lincRNA,ENSG00000236601;lincRNA,ENSG00000225630;unprocessed_pseudogene,ENSG00000235146;lincRNA,ENSG00000237491;lincRNA,ENSG00000268663;processed_pseudogene,ENSG00000227232;unprocessed_pseudogene,ENSG00000268020;unprocessed_pseudogene,ENSG00000243485;lincRNA,ENSG00000240361;transcribed_unprocessed_pseudogene,ENSG00000186092;protein_coding,ENSG00000236743;lincRNA,ENSG00000228463;lincRNA,ENSG00000198744;unprocessed_pseudogene,ENSG00000223972;transcribed_unprocessed_pseudogene	.
1	640000	1225000	3	chr1p36.33	ENSG00000272141;lincRNA,ENSG00000207607;miRNA,ENSG00000230092;transcribed_unprocessed_pseudogene,ENSG00000207730;miRNA,ENSG00000237491;lincRNA,ENSG00000225880;lincRNA,ENSG00000177757;lincRNA,ENSG00000184163;protein_coding,ENSG00000078808;protein_coding,ENSG00000188157;protein_coding,ENSG00000268179;protein_coding,ENSG00000260179;lincRNA,ENSG00000228327;transcribed_unprocessed_pseudogene,ENSG00000272438;lincRNA,ENSG00000187961;protein_coding,ENSG00000230415;lincRNA,ENSG00000235373;lincRNA,ENSG00000269831;protein_coding,ENSG00000188290;protein_coding,ENSG00000229376;processed_pseudogene,ENSG00000223764;lincRNA,ENSG00000160087;protein_coding,ENSG00000198976;miRNA,ENSG00000162571;protein_coding,ENSG00000187634;protein_coding,ENSG00000230021;transcribed_processed_pseudogene,ENSG00000162572;protein_coding,ENSG00000269308;protein_coding,ENSG00000188976;protein_coding,ENSG00000187642;protein_coding,ENSG00000176022;protein_coding,ENSG00000186891;protein_coding,ENSG00000187583;protein_coding,ENSG00000223823;lincRNA,ENSG00000217801;transcribed_unprocessed_pseudogene,ENSG00000230699;lincRNA,ENSG00000237491;lincRNA,ENSG00000131591;protein_coding,ENSG00000234711;unprocessed_pseudogene,ENSG00000272512;lincRNA,ENSG00000187608;protein_coding,ENSG00000186827;protein_coding,ENSG00000283040;transcribed_unprocessed_pseudogene,ENSG00000273443;lincRNA,ENSG00000231702;processed_pseudogene,ENSG00000230368;lincRNA,ENSG00000237330;protein_coding,ENSG00000241180;lincRNA	ENSG00000207607;miRNA,ENSG00000207730;miRNA,ENSG00000188976;protein_coding,ENSG00000187642;protein_coding
1	1185000	1680000	4	chr1p36.33	ENSG00000131584;protein_coding,ENSG00000215914;unprocessed_pseudogene,ENSG00000184163;protein_coding,ENSG00000160072;protein_coding,ENSG00000260179;lincRNA,ENSG00000223663;processed_pseudogene,ENSG00000225285;lincRNA,ENSG00000107404;protein_coding,ENSG00000189409;protein_coding,ENSG00000269737;transcribed_processed_pseudogene,ENSG00000175756;protein_coding,ENSG00000215014;lincRNA,ENSG00000230415;lincRNA,ENSG00000169962;protein_coding,ENSG00000205090;protein_coding,ENSG00000215790;protein_coding,ENSG00000160087;protein_coding,ENSG00000162576;protein_coding,ENSG00000205116;protein_coding,ENSG00000189339;protein_coding,ENSG00000160075;protein_coding,ENSG00000227775;transcribed_processed_pseudogene,ENSG00000162572;protein_coding,ENSG00000221978;protein_coding,ENSG00000272455;lincRNA,ENSG00000274481;processed_pseudogene,ENSG00000179403;protein_coding,ENSG00000242485;protein_coding,ENSG00000008128;protein_coding,ENSG00000235098;protein_coding,ENSG00000248333;protein_coding,ENSG00000197530;protein_coding,ENSG00000224051;protein_coding,ENSG00000127054;protein_coding,ENSG00000169972;protein_coding,ENSG00000228594;protein_coding,ENSG00000215915;protein_coding,ENSG00000197785;protein_coding	ENSG00000160072;protein_coding,ENSG00000107404;protein_coding,ENSG00000248333;protein_coding
1	1635000	2640000	5	chr1p36.32,chr1p36.33	ENSG00000142609;protein_coding,ENSG00000157933;protein_coding,ENSG00000269554;protein_coding,ENSG00000269896;transcribed_processed_pseudogene,ENSG00000215912;protein_coding,ENSG00000272449;lincRNA,ENSG00000157911;protein_coding,ENSG00000215790;protein_coding,ENSG00000203301;protein_coding,ENSG00000169885;protein_coding,ENSG00000197921;protein_coding,ENSG00000067606;protein_coding,ENSG00000227775;transcribed_processed_pseudogene,ENSG00000149527;protein_coding,ENSG00000269753;protein_coding,ENSG00000157873;protein_coding,ENSG00000157916;protein_coding,ENSG00000234396;lincRNA,ENSG00000142606;protein_coding,ENSG00000008130;protein_coding,ENSG00000008128;protein_coding,ENSG00000178821;protein_coding,ENSG00000228037;lincRNA,ENSG00000157870;protein_coding,ENSG00000157881;protein_coding,ENSG00000116151;protein_coding,ENSG00000187730;protein_coding,ENSG00000078369;protein_coding,ENSG00000162585;protein_coding	ENSG00000142609;protein_coding,ENSG00000157933;protein_coding,ENSG00000169885;protein_coding,ENSG00000197921;protein_coding,ENSG00000067606;protein_coding,ENSG00000149527;protein_coding,ENSG00000157873;protein_coding,ENSG00000142606;protein_coding,ENSG00000178821;protein_coding,ENSG00000078369;protein_coding
1	2460000	3680000	6	chr1p36.32	ENSG00000227372;transcribed_unitary_pseudogene,ENSG00000231630;lincRNA,ENSG00000233234;lincRNA,ENSG00000215912;protein_coding,ENSG00000272449;lincRNA,ENSG00000169717;protein_coding,ENSG00000162592;protein_coding,ENSG00000197921;protein_coding,ENSG00000162591;protein_coding,ENSG00000157873;protein_coding,ENSG00000142606;protein_coding,ENSG00000158109;protein_coding,ENSG00000284745;lincRNA,ENSG00000207776;miRNA,ENSG00000272235;lincRNA,ENSG00000116213;protein_coding,ENSG00000130762;protein_coding,ENSG00000228037;lincRNA,ENSG00000157870;protein_coding,ENSG00000272088;lincRNA,ENSG00000078900;protein_coding,ENSG00000157881;protein_coding,ENSG00000142611;protein_coding	ENSG00000197921;protein_coding,ENSG00000157873;protein_coding,ENSG00000142606;protein_coding,ENSG00000078900;protein_coding,ENSG00000142611;protein_coding
1	3560000	6120000	7	chr1p36.32,chr1p36.31	ENSG00000227372;transcribed_unitary_pseudogene,ENSG00000216045;miRNA,ENSG00000268332;protein_coding,ENSG00000131697;protein_coding,ENSG00000284739;lincRNA,ENSG00000284692;lincRNA,ENSG00000284668;lincRNA,ENSG00000235169;protein_coding,ENSG00000283356;unprocessed_pseudogene,ENSG00000162592;protein_coding,ENSG00000235054;lincRNA,ENSG00000284674;lincRNA,ENSG00000264341;miRNA,ENSG00000284694;lincRNA,ENSG00000226374;lincRNA,ENSG00000198912;protein_coding,ENSG00000229280;processed_pseudogene,ENSG00000116198;protein_coding,ENSG00000264428;miRNA,ENSG00000264101;miRNA,ENSG00000260972;lincRNA,ENSG00000231510;lincRNA,ENSG00000069424;protein_coding,ENSG00000227169;lincRNA,ENSG00000284703;lincRNA,ENSG00000196581;protein_coding,ENSG00000116213;protein_coding,ENSG00000236423;lincRNA,ENSG00000284616;lincRNA,ENSG00000284666;lincRNA,ENSG00000169598;protein_coding,ENSG00000078900;protein_coding,ENSG00000233304;lincRNA,ENSG00000232596;lincRNA,ENSG00000130764;protein_coding,ENSG00000266687;miRNA,ENSG00000236948;lincRNA	ENSG00000196581;protein_coding,ENSG00000169598;protein_coding,ENSG00000078900;protein_coding
1	6040000	7760000	8	chr1p36.23,chr1p36.31	ENSG00000268332;protein_coding,ENSG00000116237;protein_coding,ENSG00000007923;protein_coding,ENSG00000131697;protein_coding,ENSG00000215788;protein_coding,ENSG00000227950;processed_pseudogene,ENSG00000162413;protein_coding,ENSG00000171735;protein_coding,ENSG00000116251;protein_coding,ENSG00000158292;protein_coding,ENSG00000097021;protein_coding,ENSG00000116254;protein_coding,ENSG00000225077;lincRNA,ENSG00000265392;miRNA,ENSG00000173662;protein_coding,ENSG00000041988;protein_coding,ENSG00000187017;protein_coding,ENSG00000228750;lincRNA,ENSG00000173673;protein_coding,ENSG00000069424;protein_coding,ENSG00000116273;protein_coding,ENSG00000171680;protein_coding,ENSG00000284744;lincRNA,ENSG00000270171;lincRNA,ENSG00000158286;protein_coding,ENSG00000069812;protein_coding,ENSG00000162408;protein_coding,ENSG00000229519;processed_pseudogene,ENSG00000270035;lincRNA,ENSG00000204859;protein_coding	ENSG00000007923;protein_coding,ENSG00000171735;protein_coding,ENSG00000116251;protein_coding,ENSG00000116254;protein_coding,ENSG00000116273;protein_coding,ENSG00000171680;protein_coding,ENSG00000158286;protein_coding
1	7680000	8440000	9	chr1p36.23	ENSG00000229305;processed_pseudogene,ENSG00000049247;protein_coding,ENSG00000116285;protein_coding,ENSG00000232848;processed_pseudogene,ENSG00000049246;protein_coding,ENSG00000049249;protein_coding,ENSG00000284716;lincRNA,ENSG00000269978;lincRNA,ENSG00000270171;lincRNA,ENSG00000238290;lincRNA,ENSG00000227634;lincRNA,ENSG00000233645;lincRNA,ENSG00000162426;protein_coding,ENSG00000049245;protein_coding,ENSG00000270330;processed_pseudogene,ENSG00000142599;protein_coding,ENSG00000270035;lincRNA,ENSG00000116288;protein_coding,ENSG00000171735;protein_coding	ENSG00000116285;protein_coding,ENSG00000171735;protein_coding
1	8400000	8990000	10	chr1p36.23	ENSG00000232663;processed_pseudogene,ENSG00000229716;processed_pseudogene,ENSG00000226545;unprocessed_pseudogene,ENSG00000232208;processed_pseudogene,ENSG00000228423;lincRNA,ENSG00000238249;processed_pseudogene,ENSG00000162426;protein_coding,ENSG00000074800;protein_coding,ENSG00000224315;processed_pseudogene,ENSG00000234619;processed_pseudogene,ENSG00000142599;protein_coding,ENSG00000270282;processed_pseudogene	.
