ENST00000450305	DDX11L1-201
ENST00000488147	WASH7P-201
ENST00000473358	MIR1302-2HG-202
ENST00000469289	MIR1302-2HG-201
ENST00000417324	FAM138A-201
ENST00000606857	AL627309.6-201
ENST00000492842	OR4G11P-201
ENST00000641515	OR4F5-202
ENST00000335137	OR4F5-201
ENST00000466430	AL627309.1-201
ENST00000610542	AL627309.1-205
ENST00000495576	AL627309.3-201
ENST00000442987	CICP27-201
ENST00000423372	AL627309.1-201
ENST00000494149	AL627309.7-201
ENST00000595919	AL627309.8-201
ENST00000496488	AL627309.4-201
ENST00000424587	AP006222.2-001
ENST00000426406	OR4F29-001
ENST00000450983	RP4-669L17.2-002
ENST00000441866	RP5-857K21.15-001
ENST00000636676	AL669831.3-213
ENST00000423796	AC114498.1-201
ENST00000416931	MTND1P23-201
ENST00000457540	MTND2P28-201
ENST00000414273	MTCO1P12-201
ENST00000427426	MTCO2P12-201
ENST00000467115	MTATP8P1-201
ENST00000514057	MTATP6P1-201
ENST00000416718	MTCO3P12-201
ENST00000438434	WBP1LP6-201
ENST00000332831	OR4F16-201
ENST00000440782	CICP3-201
ENST00000428504	AL669831.1-202
ENST00000416385	RP11-206L10.3-001
ENST00000434264	AL669831.5-201
ENST00000457084	AL669831.5-202
ENST00000429505	AL669831.5-205
ENST00000591702	AL669831.5-218
ENST00000443772	AL669831.5-219
ENST00000412115	AL669831.5-220
ENST00000590817	AL669831.4-202
ENST00000599533	AL669831.1-201
ENST00000326734	FAM87B-201
ENST00000473798	LINC00115-201
ENST00000446136	FAM41C-203
ENST00000432963	FAM41C-202
ENST00000415481	TUBB8P11-201
ENST00000635557	AL669831.6-201
ENST00000594233	AL645608.2-201
ENST00000607769	AL645608.7-201
ENST00000448179	AL645608.3-201
ENST00000398216	AL645608.5-201
ENST00000417705	AL645608.1-202
ENST00000342066	SAMD11-202
ENST00000618181	SAMD11-213
ENST00000622503	SAMD11-217
ENST00000618323	SAMD11-214
ENST00000616016	SAMD11-210
ENST00000618779	SAMD11-215
ENST00000616125	SAMD11-211
ENST00000620200	SAMD11-216
ENST00000617307	SAMD11-212
ENST00000598827	AL645608.1-201
ENST00000327044	NOC2L-201
ENST00000338591	KLHL17-201
ENST00000622660	KLHL17-205
ENST00000379410	PLEKHN1-203
ENST00000379409	PLEKHN1-202
ENST00000379407	PLEKHN1-201
ENST00000341290	PERM1-201
ENST00000433179	PERM1-202
ENST00000606034	AL645608.8-201
ENST00000428771	HES4-202
ENST00000304952	HES4-201
ENST00000484667	HES4-204
ENST00000624697	ISG15-203
ENST00000379389	ISG15-201
ENST00000423619	AL645608.4-201
ENST00000379370	AGRN-201
ENST00000620552	AGRN-210
ENST00000412397	AL390719.1-204
ENST00000442292	AL645608.9-201
ENST00000453464	RNF223-201
ENST00000379339	C1orf159-204
ENST00000421241	C1orf159-205
ENST00000379320	C1orf159-202
ENST00000379319	C1orf159-201
ENST00000416774	LINC01342-201
ENST00000384997	MIR200B-201
ENST00000384875	MIR200A-201
ENST00000362106	MIR429-201
ENST00000606993	AL390719.2-201
ENST00000379290	TTLL10-203
ENST00000379289	TTLL10-202
ENST00000379288	TTLL10-201
ENST00000328596	TNFRSF18-201
ENST00000379268	TNFRSF18-203
ENST00000486728	TNFRSF18-204
ENST00000379265	TNFRSF18-202
ENST00000379236	TNFRSF4-201
ENST00000360001	SDF4-202
ENST00000263741	SDF4-201
ENST00000379198	B3GALT6-201
ENST00000330388	C1QTNF12-201
ENST00000565563	AL162741.1-201
ENST00000347370	UBE2J2-201
ENST00000349431	UBE2J2-202
ENST00000400929	UBE2J2-204
ENST00000360466	UBE2J2-203
ENST00000400930	UBE2J2-205
ENST00000434139	LINC01786-201
ENST00000453732	LINC01786-202
ENST00000379116	SCNN1D-205
ENST00000338555	SCNN1D-202
ENST00000400928	SCNN1D-206
ENST00000325425	SCNN1D-201
ENST00000354700	ACAP3-202
ENST00000353662	ACAP3-201
ENST00000379031	PUSL1-201
ENST00000540437	INTS11-247
ENST00000545578	INTS11-248
ENST00000620829	INTS11-250
ENST00000618806	INTS11-249
ENST00000435064	INTS11-208
ENST00000411962	INTS11-202
ENST00000421495	INTS11-204
ENST00000419704	INTS11-203
ENST00000450926	INTS11-209
ENST00000429572	INTS11-205
ENST00000343938	CPTP-201
ENST00000339381	TAS1R3-201
ENST00000378891	DVL1-202
ENST00000378888	DVL1-201
ENST00000610709	DVL1-204
ENST00000342753	MXRA8-202
ENST00000309212	MXRA8-201
ENST00000445648	MXRA8-203
ENST00000477278	MXRA8-209
ENST00000338370	AURKAIP1-203
ENST00000338338	AURKAIP1-202
ENST00000321751	AURKAIP1-201
ENST00000378853	AURKAIP1-204
ENST00000435351	NDUFB4P8-201
ENST00000400809	CCNL2-201
ENST00000408952	CCNL2-203
ENST00000408918	CCNL2-202
ENST00000344843	MRPL20-201
ENST00000482352	MRPL20-203
ENST00000607307	AL391244.3-201
ENST00000520296	ANKRD65-204
ENST00000427211	ANKRD65-201
ENST00000537107	ANKRD65-205
ENST00000454272	ANKRD65-203
ENST00000442470	ANKRD65-202
ENST00000378821	TMEM88B-201
ENST00000430109	LINC01770-202
ENST00000417917	LINC01770-201
ENST00000338660	VWA1-201
ENST00000476993	VWA1-203
ENST00000378785	ATAD3C-201
ENST00000308647	ATAD3B-201
ENST00000378756	ATAD3A-203
ENST00000378755	ATAD3A-202
ENST00000536055	ATAD3A-207
ENST00000378733	TMEM240-201
ENST00000425828	TMEM240-202
ENST00000624426	TMEM240-203
ENST00000291386	SSU72-201
ENST00000359060	SSU72-202
ENST00000366221	AL645728.1-201
ENST00000621860	AL691432.3-201
ENST00000422725	FNDC10-201
ENST00000520777	MIB2-232
ENST00000355826	MIB2-201
ENST00000518681	MIB2-231
ENST00000505820	MIB2-219
ENST00000378712	MIB2-203
ENST00000504599	MIB2-217
ENST00000378708	MIB2-202
ENST00000356026	MMP23B-201
ENST00000378675	MMP23B-202
ENST00000341832	CDK11B-203
ENST00000407249	CDK11B-204
ENST00000340677	CDK11B-201
ENST00000629289	CDK11B-208
ENST00000626918	CDK11B-207
ENST00000629312	CDK11B-209
ENST00000614300	SLC35E2B-204
ENST00000617444	SLC35E2B-205
ENST00000611123	SLC35E2B-203
ENST00000597891	AL691432.1-202
ENST00000234610	MMP23A-201
ENST00000356200	CDK11A-201
ENST00000378638	CDK11A-206
ENST00000404249	CDK11A-208
ENST00000357760	CDK11A-203
ENST00000358779	CDK11A-204
ENST00000378633	CDK11A-205
ENST00000418950	AL031282.1-204
ENST00000355439	SLC35E2-202
ENST00000246421	SLC35E2-201
ENST00000341426	NADK-201
ENST00000341991	NADK-202
ENST00000378625	NADK-204
ENST00000610897	GNB1-209
ENST00000615252	GNB1-210
ENST00000378609	GNB1-201
ENST00000307786	CALML6-201
ENST00000378602	TMEM52-203
ENST00000310991	TMEM52-201
ENST00000493964	CFAP74-209
ENST00000378585	GABRD-201
ENST00000640067	GABRD-213
ENST00000638771	GABRD-205
ENST00000640949	GABRD-218
ENST00000400921	PRKCZ-202
ENST00000400919	FAAP20-204
ENST00000378546	FAAP20-202
ENST00000597060	AL590822.2-201
ENST00000545087	AL590822.1-201
ENST00000442483	AL590822.1-201
ENST00000378536	SKI-201
ENST00000378531	MORN1-203
ENST00000378529	MORN1-202
ENST00000600779	AL589739.1-201
ENST00000417061	AL513477.1-202
ENST00000378513	RER1-203
ENST00000378518	RER1-204
ENST00000605895	RER1-209
ENST00000378512	RER1-202
ENST00000488353	RER1-207
ENST00000288774	PEX10-201
ENST00000447513	PEX10-202
ENST00000507596	PEX10-204
ENST00000449969	PLCH2-205
ENST00000419816	PLCH2-204
ENST00000378486	PLCH2-203
ENST00000378466	PANK4-201
ENST00000378453	HES5-201
ENST00000606645	AL139246.5-201
ENST00000409119	TNFRSF14-202
ENST00000355716	TNFRSF14-201
ENST00000424215	AL139246.3-201
ENST00000444521	FAM213B-205
ENST00000378425	FAM213B-202
ENST00000419916	FAM213B-204
ENST00000378424	FAM213B-201
ENST00000537325	FAM213B-215
ENST00000378412	MMEL1-201
ENST00000502556	MMEL1-206
ENST00000401095	TTC34-201
ENST00000637179	TTC34-202
ENST00000457440	AL592464.2-201
ENST00000429389	AL592464.1-201
ENST00000641229	AL589702.1-201
ENST00000378404	ACTRT2-201
ENST00000511072	PRDM16-206
ENST00000378391	PRDM16-203
ENST00000514189	PRDM16-208
ENST00000270722	PRDM16-201
ENST00000607061	AL590438.1-201
ENST00000378378	ARHGEF16-203
ENST00000378373	ARHGEF16-202
ENST00000378371	ARHGEF16-201
ENST00000606489	AL512413.1-201
ENST00000294599	MEGF6-201
ENST00000356575	MEGF6-202
ENST00000385042	MIR551A-201
ENST00000378344	TPRG1L-202
ENST00000344579	TPRG1L-201
ENST00000378322	WRAP73-202
ENST00000270708	WRAP73-201
ENST00000378295	TP73-208
ENST00000604074	TP73-211
ENST00000354437	TP73-202
ENST00000357733	TP73-203
ENST00000346387	TP73-201
ENST00000603362	TP73-209
ENST00000604479	TP73-213
ENST00000378285	TP73-205
ENST00000378280	TP73-204
ENST00000378288	TP73-206
ENST00000378290	TP73-207
ENST00000637775	TP73-AS1-210
ENST00000294600	CCDC27-201
ENST00000444870	SMIM1-201
ENST00000561886	SMIM1-203
ENST00000378251	LRRC47-201
ENST00000378230	CEP104-202
ENST00000378223	CEP104-201
ENST00000625756	DFFB-212
ENST00000338895	DFFB-201
ENST00000378209	DFFB-205
ENST00000341385	DFFB-203
ENST00000579705	AL691523.1-201
ENST00000361605	C1orf174-201
ENST00000442673	LINC01134-203
ENST00000439488	LINC01134-202
ENST00000412674	LINC01346-201
ENST00000635247	LINC01345-203
ENST00000642026	AL805961.1-201
ENST00000641562	AL805961.1-202
ENST00000641078	AL805961.1-203
ENST00000642139	AL805961.2-201
ENST00000449232	EEF1DP6-201
ENST00000423197	LINC01777-201
ENST00000641472	AL355602.1-201
ENST00000438791	Z98747.1-201
ENST00000634256	LINC01646-202
ENST00000420522	LINC01646-201
ENST00000378190	AJAP1-201
ENST00000378191	AJAP1-202
ENST00000641254	BX005132.2-201
ENST00000641403	BX005132.1-201
ENST00000443270	AL691497.1-201
ENST00000641871	AL139823.1-201
ENST00000641860	Z98259.3-202
ENST00000641583	Z98259.2-201
ENST00000564261	Z98259.1-201
ENST00000637697	Z97988.1-201
ENST00000637702	AL365255.1-201
ENST00000413887	AL365255.1-202
ENST00000579887	MIR4417-201
ENST00000401226	AL356693.1-201
ENST00000582517	MIR4689-201
ENST00000378156	NPHP4-201
ENST00000622020	NPHP4-211
ENST00000585151	AL356261.1-201
ENST00000378111	KCNAB2-207
ENST00000378097	KCNAB2-206
ENST00000378092	KCNAB2-205
ENST00000352527	KCNAB2-203
ENST00000341524	KCNAB2-202
ENST00000602612	KCNAB2-219
ENST00000164247	KCNAB2-201
ENST00000378083	KCNAB2-204
ENST00000458166	KCNAB2-212
ENST00000594544	AL035406.1-201
ENST00000262450	CHD5-201
ENST00000484532	RPL22-207
ENST00000234875	RPL22-201
ENST00000497965	RPL22-208
ENST00000377939	RNF207-201
ENST00000343813	ICMT-201
ENST00000441724	LINC00337-202
ENST00000429480	LINC00337-201
ENST00000377898	HES3-201
ENST00000377893	GPR153-201
ENST00000608083	ACOT7-210
ENST00000377842	ACOT7-202
ENST00000377845	ACOT7-203
ENST00000377855	ACOT7-204
ENST00000545482	ACOT7-209
ENST00000361521	ACOT7-201
ENST00000377837	HES2-203
ENST00000377836	HES2-202
ENST00000377834	HES2-201
ENST00000487437	HES2-205
ENST00000489730	HES2-206
ENST00000636330	ESPN-216
ENST00000377828	ESPN-201
ENST00000416731	ESPN-202
ENST00000461727	ESPN-205
ENST00000585139	MIR4252-201
ENST00000377782	TNFRSF25-205
ENST00000356876	TNFRSF25-204
ENST00000351959	TNFRSF25-203
ENST00000351748	TNFRSF25-202
ENST00000348333	TNFRSF25-201
ENST00000535355	PLEKHG5-211
ENST00000400913	PLEKHG5-207
ENST00000340850	PLEKHG5-201
ENST00000537245	PLEKHG5-212
ENST00000377748	PLEKHG5-206
ENST00000377725	PLEKHG5-202
ENST00000377728	PLEKHG5-203
ENST00000377732	PLEKHG5-204
ENST00000400915	PLEKHG5-208
ENST00000377740	PLEKHG5-205
ENST00000377705	NOL9-201
ENST00000456162	AL591866.1-201
ENST00000333172	TAS1R1-201
ENST00000351136	TAS1R1-202
ENST00000377674	ZBTB48-202
ENST00000377658	KLHL21-201
ENST00000377663	KLHL21-202
ENST00000467612	KLHL21-204
ENST00000610898	KLHL21-206
ENST00000463043	KLHL21-203
ENST00000377648	PHF13-201
ENST00000054650	THAP3-201
ENST00000307896	THAP3-202
ENST00000377627	THAP3-203
ENST00000377577	DNAJC11-202
ENST00000294401	DNAJC11-201
ENST00000432429	LINC01672-203
ENST00000635092	LINC01672-205
ENST00000641757	AL591163.1-201
ENST00000303635	CAMTA1-201
ENST00000473578	CAMTA1-208
ENST00000557126	CAMTA1-216
ENST00000467404	CAMTA1-205
ENST00000476864	CAMTA1-210
ENST00000433407	AL590128.1-201
ENST00000602640	AL359881.3-201
ENST00000602973	AL359881.2-201
ENST00000602916	AL359881.1-201
ENST00000054666	VAMP3-201
ENST00000470357	VAMP3-202
ENST00000377541	PER3-203
ENST00000613533	PER3-208
ENST00000614998	PER3-209
ENST00000377532	PER3-202
ENST00000361923	PER3-201
ENST00000377516	UTS2-203
ENST00000361696	UTS2-202
ENST00000054668	UTS2-201
ENST00000615230	TNFRSF9-204
ENST00000377507	TNFRSF9-201
ENST00000603760	AL009183.1-201
ENST00000338639	PARK7-201
ENST00000493678	PARK7-209
ENST00000377493	PARK7-204
ENST00000377491	PARK7-203
ENST00000377488	PARK7-202
ENST00000641100	AL034417.3-201
ENST00000474874	ERRFI1-204
